age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
31,Retired,"Dec 6, 1979",right,"1,78m",13556,"Jul 1, 2004",€16.00m,Tim Cahill,"['Australia', 'Samoa']",Everton-FC,Attacking Midfield,2010-2011,: Ablöse €2.20m,
26,Retired,"Feb 27, 1985",left,"1,85m",16690,"Aug 25, 2009",€8.00m,Diniyar Bilyaletdinov,['Russia'],Everton-FC,Attacking Midfield,2010-2011,: Ablöse €10.00m,
19,Retired,"Feb 7, 1992",right,"1,79m",82734,"Jul 1, 2009",,Jose Baxter,['England'],Everton-FC,Attacking Midfield,2010-2011,: Ablöse -,
28,Retired,"Nov 22, 1982",,"1,83m",8559,"Aug 30, 2007",€12.00m,Yakubu Aiyegbeni,['Nigeria'],Everton-FC,Centre-Forward,2010-2011,Middlesbrough FC,
32,Retired,"Aug 8, 1978",left,"1,82m",4015,"Sep 1, 2008",€5.50m,Louis Saha,"['France', 'Guadeloupe']",Everton-FC,Centre-Forward,2010-2011,Manchester United,
27,Retired,"Dec 9, 1983",right,"1,88m",38874,"Jul 1, 2010",€3.50m,Jermaine Beckford,"['Jamaica', 'England']",Everton-FC,Centre-Forward,2010-2011,Leeds United,
23,Retired,"Apr 23, 1988",right,"1,90m",39532,"Jul 1, 2006",€2.50m,Victor Anichebe,"['Nigeria', 'England']",Everton-FC,Centre-Forward,2010-2011,: Ablöse -,
22,Retired,"Jul 14, 1988",right,"1,81m",30471,"Jul 1, 2006",€1.50m,James Vaughan,"['England', 'Jamaica']",Everton-FC,Centre-Forward,2010-2011,: Ablöse -,
20,Without Club,"Jul 6, 1990",left,"1,83m",91956,"Jul 1, 2010",€1.00m,Magaye Gueye,"['Senegal', 'France']",Everton-FC,Centre-Forward,2010-2011,: Ablöse €1.40m,
21,Without Club,"May 21, 1990",right,"1,89m",124384,,€800k,João Silva,['Portugal'],Everton-FC,Centre-Forward,2010-2011,,
19,Nea Salamina Famagusta,"Jan 8, 1992",right,"1,91m",124495,"Jan 28, 2011",€600k,Apostolos Vellios,['Greece'],Everton-FC,Centre-Forward,2010-2011,: Ablöse €300k,
18,Salford City,"Aug 12, 1992",right,"1,78m",121260,"Jul 1, 2011",,Conor McAleny,['England'],Everton-FC,Centre-Forward,2010-2011,: Ablöse -,
33,Retired,"Mar 6, 1979",right,"1,91m",4267,"Jul 1, 2007",€4.00m,Tim Howard,"['United States', 'Hungary']",Everton-FC,Goalkeeper,2011-2012,Manchester United,
29,Retired,"Dec 5, 1982",right,"1,89m",33195,"Jul 1, 2010",€1.50m,Jan Mucha,['Slovakia'],Everton-FC,Goalkeeper,2011-2012,Legia Warszawa,
40,Retired,"Jun 15, 1972",right,"1,87m",4140,"Jul 1, 2011",€500k,Marcus Hahnemann,"['United States', 'Germany']",Everton-FC,Goalkeeper,2011-2012,Wolverhampton Wanderers,
21,Without Club,"Mar 11, 1991",right,"1,88m",57079,"Jul 1, 2008",€15.00m,Jack Rodwell,['England'],Everton-FC,Centre-Back,2011-2012,: Ablöse -,
29,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€12.00m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2011-2012,Sheffield United,
28,Retired,"Nov 15, 1983",right,"1,80m",4315,"Sep 1, 2009",€9.00m,Johnny Heitinga,['Netherlands'],Everton-FC,Centre-Back,2011-2012,: Ablöse €6.80m,
34,Retired,"Dec 16, 1977",left,"1,92m",3356,"Aug 27, 2009",€2.00m,Sylvain Distin,"['France', 'Guadeloupe']",Everton-FC,Centre-Back,2011-2012,: Ablöse €6.50m,
20,Retired,"Apr 17, 1992",right,"1,84m",88590,,€100k,Shkodran Mustafi,"['Germany', 'Albania']",Everton-FC,Centre-Back,2011-2012,,
20,Norwich City,"Jan 1, 1992",right,"1,93m",119269,"Jul 1, 2010",,Shane Duffy,"['Ireland', 'Northern Ireland']",Everton-FC,Centre-Back,2011-2012,: Ablöse -,
27,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€19.00m,Leighton Baines,['England'],Everton-FC,Left-Back,2011-2012,Wigan Athletic,
23,Everton FC,"Oct 11, 1988",right,"1,77m",68390,"Jan 1, 2009",€5.00m,Séamus Coleman,['Ireland'],Everton-FC,Right-Back,2011-2012,Sligo Rovers,Team captain
31,Retired,"Feb 20, 1981",right,"1,73m",3614,"Jul 1, 2000",€2.00m,Tony Hibbert,['England'],Everton-FC,Right-Back,2011-2012,: Ablöse -,
35,Retired,"Jan 21, 1977",right,"1,80m",3404,"Jul 1, 2005",€1.50m,Phil Neville,['England'],Everton-FC,Right-Back,2011-2012,Manchester United,
24,Retired,"Nov 22, 1987",right,"1,94m",39679,"Sep 2, 2008",€20.00m,Marouane Fellaini,"['Belgium', 'Morocco']",Everton-FC,Central Midfield,2011-2012,: Ablöse €21.76m,
30,Retired,"Mar 26, 1982",right,"1,77m",7451,"Jul 1, 2005",€14.50m,Mikel Arteta,['Spain'],Everton-FC,Central Midfield,2011-2012,Real Sociedad,
18,Aston Villa,"Dec 5, 1993",right,"1,89m",131978,"Jul 1, 2011",€4.50m,Ross Barkley,['England'],Everton-FC,Central Midfield,2011-2012,: Ablöse -,
31,Retired,"May 17, 1981",right,"1,73m",3620,"Jul 1, 2002",€4.50m,Leon Osman,['England'],Everton-FC,Central Midfield,2011-2012,Everton FC Reserves,
24,Retired,"Oct 25, 1987",right,"1,83m",42413,"Jan 13, 2012",€3.50m,Darron Gibson,"['Ireland', 'Northern Ireland']",Everton-FC,Central Midfield,2011-2012,Manchester United,
20,Retired,"Dec 19, 1991",right,"1,80m",83495,,,James Wallace,"['England', 'Ireland']",Everton-FC,Central Midfield,2011-2012,,
20,Plymouth Argyle,"Oct 8, 1991",right,"1,75m",121257,,,Adam Forshaw,['England'],Everton-FC,Central Midfield,2011-2012,,
30,Retired,"Mar 17, 1982",,,4321,"Jul 31, 2012",€7.00m,Steven Pienaar,['South Africa'],Everton-FC,Left Midfield,2011-2012,Tottenham Hotspur,
25,Retired,"Apr 8, 1987",left,"1,67m",35631,"Aug 31, 2011",€4.00m,Royston Drenthe,"['Netherlands', 'Suriname']",Everton-FC,Left Midfield,2011-2012,Real Madrid,
27,Retired,"Feb 27, 1985",left,"1,85m",16690,"Aug 25, 2009",€6.50m,Diniyar Bilyaletdinov,['Russia'],Everton-FC,Attacking Midfield,2011-2012,: Ablöse €10.00m,
32,Retired,"Dec 6, 1979",right,"1,78m",13556,"Jul 1, 2004",€5.00m,Tim Cahill,"['Australia', 'Samoa']",Everton-FC,Attacking Midfield,2011-2012,: Ablöse €2.20m,
20,Retired,"Feb 7, 1992",right,"1,79m",82734,"Jul 1, 2009",,Jose Baxter,['England'],Everton-FC,Attacking Midfield,2011-2012,: Ablöse -,
30,Retired,"Mar 4, 1982",right,"1,73m",68,"Jan 1, 2012",€3.50m,Landon Donovan,"['United States', 'Canada']",Everton-FC,Second Striker,2011-2012,Los Angeles Galaxy,
29,Retired,"Apr 14, 1983",left,"1,78m",9956,"Oct 17, 2011",€1.50m,James McFadden,['Scotland'],Everton-FC,Second Striker,2011-2012,Without Club,
26,Retired,"Aug 27, 1985",both,"1,88m",25742,"Jan 31, 2012",€9.00m,Nikica Jelavic,['Croatia'],Everton-FC,Centre-Forward,2011-2012,: Ablöse €6.60m,
24,Retired,"Apr 23, 1988",right,"1,90m",39532,"Jul 1, 2006",€3.50m,Victor Anichebe,"['Nigeria', 'England']",Everton-FC,Centre-Forward,2011-2012,: Ablöse -,
28,Retired,"Dec 9, 1983",right,"1,88m",38874,"Jul 1, 2010",€2.50m,Jermaine Beckford,"['Jamaica', 'England']",Everton-FC,Centre-Forward,2011-2012,Leeds United,
21,Without Club,"Jul 6, 1990",left,"1,83m",91956,"Jul 1, 2010",€2.50m,Magaye Gueye,"['Senegal', 'France']",Everton-FC,Centre-Forward,2011-2012,: Ablöse €1.40m,
24,Retired,"Oct 20, 1987",right,"1,91m",92544,"Aug 31, 2011",€2.00m,Denis Stracqualursi,"['Argentina', 'Italy']",Everton-FC,Centre-Forward,2011-2012,Club Atlético Tigre,
20,Nea Salamina Famagusta,"Jan 8, 1992",right,"1,91m",124495,"Jan 28, 2011",€2.00m,Apostolos Vellios,['Greece'],Everton-FC,Centre-Forward,2011-2012,: Ablöse €300k,
33,Retired,"Aug 8, 1978",left,"1,82m",4015,"Sep 1, 2008",€1.25m,Louis Saha,"['France', 'Guadeloupe']",Everton-FC,Centre-Forward,2011-2012,Manchester United,
22,Without Club,"May 21, 1990",right,"1,89m",124384,,€1.10m,João Silva,['Portugal'],Everton-FC,Centre-Forward,2011-2012,,
19,Salford City,"Aug 12, 1992",right,"1,78m",121260,"Jul 1, 2011",,Conor McAleny,['England'],Everton-FC,Centre-Forward,2011-2012,: Ablöse -,
34,Retired,"Mar 6, 1979",right,"1,91m",4267,"Jul 1, 2007",€3.50m,Tim Howard,"['United States', 'Hungary']",Everton-FC,Goalkeeper,2012-2013,Manchester United,
30,Retired,"Dec 5, 1982",right,"1,89m",33195,"Jul 1, 2010",€1.50m,Jan Mucha,['Slovakia'],Everton-FC,Goalkeeper,2012-2013,Legia Warszawa,
18,Without Club,"Nov 1, 1994",,"1,91m",242416,,,Mason Springthorpe,['England'],Everton-FC,Goalkeeper,2012-2013,,
30,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€11.00m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2012-2013,Sheffield United,
29,Retired,"Nov 15, 1983",right,"1,80m",4315,"Sep 1, 2009",€7.00m,Johnny Heitinga,['Netherlands'],Everton-FC,Centre-Back,2012-2013,: Ablöse €6.80m,
19,Manchester City,"May 28, 1994",right,"1,88m",186590,"Jan 31, 2013",€3.50m,John Stones,['England'],Everton-FC,Centre-Back,2012-2013,Barnsley FC,
35,Retired,"Dec 16, 1977",left,"1,92m",3356,"Aug 27, 2009",€1.00m,Sylvain Distin,"['France', 'Guadeloupe']",Everton-FC,Centre-Back,2012-2013,: Ablöse €6.50m,
21,Norwich City,"Jan 1, 1992",right,"1,93m",119269,"Jul 1, 2010",€750k,Shane Duffy,"['Ireland', 'Northern Ireland']",Everton-FC,Centre-Back,2012-2013,: Ablöse -,
19,Shanghai Port,"May 27, 1994",right,"1,88m",156934,"Jul 1, 2014",,Tyias Browning,"['China', 'England']",Everton-FC,Centre-Back,2012-2013,Everton FC U21,
28,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€22.00m,Leighton Baines,['England'],Everton-FC,Left-Back,2012-2013,Wigan Athletic,
23,LD Alajuelense,"Feb 18, 1990",left,"1,72m",124983,"Aug 31, 2012",€4.50m,Bryan Oviedo,['Costa Rica'],Everton-FC,Left-Back,2012-2013,: Ablöse €4.50m,
20,Salford City,"May 21, 1993",left,"1,80m",110860,"Jul 1, 2011",,Luke Garbutt,['England'],Everton-FC,Left-Back,2012-2013,: Ablöse -,
24,Everton FC,"Oct 11, 1988",right,"1,77m",68390,"Jan 1, 2009",€4.00m,Séamus Coleman,['Ireland'],Everton-FC,Right-Back,2012-2013,Sligo Rovers,Team captain
32,Retired,"Feb 20, 1981",right,"1,73m",3614,"Jul 1, 2000",€1.50m,Tony Hibbert,['England'],Everton-FC,Right-Back,2012-2013,: Ablöse -,
36,Retired,"Jan 21, 1977",right,"1,80m",3404,"Jul 1, 2005",€1.00m,Phil Neville,['England'],Everton-FC,Right-Back,2012-2013,Manchester United,
25,Retired,"Nov 22, 1987",right,"1,94m",39679,"Sep 2, 2008",€28.00m,Marouane Fellaini,"['Belgium', 'Morocco']",Everton-FC,Central Midfield,2012-2013,: Ablöse €21.76m,
